text,confluence_url
"Для перевода в другую образовательную организацию обучающемуся необходимо: 1.Заказать справку о периоде обучения (справку об обучении). Обучающийся, желающий быть переведенным в другую образовательную организацию представляет в Единый деканат лично или по личной корпоративной электронной почте на электронный адрес  ed@utmn.ru  заявку на выдачу справки о периоде обучения (справки об обучении).  Академическая справка готовится в течение 5 (пяти) рабочих дней.   2.  Обратиться в принимающую образовательную организацию с заявлением о переводе и справкой о периоде обучения (справкой об обучении). 3.  Получить справку о согласии на перевод в принимающей образовательной организации.  4. Оформить отчисление в ТюмГУ: в  личном кабинете на портале «Вместе» обучающийся подает заявление об отчислении в порядке перевода в другой вуз с приложением справки о переводе и перечня изученных дисциплин, пройденных практик, выполненных научных исследований, которые будут перезачтены или переаттестованы обучающемуся при переводе (при наличии). В течение 5 (пяти) рабочих дней со дня представления пакета документов в Единый деканат издается приказ об отчислении обучающегося в связи с переводом в другую образовательную организацию.",https://confluence.utmn.ru/pages/viewpage.action?pageId=86479043
"По вопросам договора об оказании платных образовательных услуг, оплаты обучения, суммы задолженности, оплаты обучения материнским капиталом, получения реквизитов необходимо обращаться в отдел платных образовательных услуг, написав на почту  udodep@utmn.ru  или позвонив по телефону  (3452) 59-77-59,  59-74-00, доб.14312, либо 14314, либо 14362. Адрес: ул. Ленина, д.16, каб. 105.  Часы работы пн. - чт.: с 9:00 до 17:00, пт.: с 9:00 до 16:00, обед с 13:00 до 14:00 суббота, воскресенье: выходные По вопросу возврата и перезачета денежных средств необходимо обращаться в Сервисный центр бухгалтерии, написав на почту  12222@utmn.ru  или позвонив по телефону 8 (3452) 59-76-76. Адрес: ул. Кирова, д. 25/1.  Часы работы: пн.-чт. 09.00-17.00 пт. 09.00-16.00 обед 12.30-13.15 сб., вс. - выходные дни.",https://confluence.utmn.ru/pages/viewpage.action?pageId=86479050
"Для  восстановления студенческого билета  Вам необходимо подать заявление в Едином деканате (ул. Семакова, д.18, холл 3 этажа). При себе иметь фото 3*4 и паспорт.  Чтобы  продлить студенческий билет , необходимо подойти в Единый деканат к специалисту, курирующему Ваш институт (ул. Семакова, д.18, каб.302 либо 305). Если Вы  потеряли магнитную карту  (пропуск, проходка), необходимо подать заявление на ее восстановление в Едином деканате (ул. Семакова, д.18, 3 этаж). При себе иметь паспорт или студенческий билет. Если Ваша  магнитная карта (пропуск, проходка) не работает , необходимо обратиться в Центр информационных технологий по адресу: ул. Ленина, д.23, каб. 310. При себе иметь карту, паспорт либо продленый студенческий билет. Телефон Единого деканата: 8 (3452) 59-75-95, email:  ed@utmn.ru",https://confluence.utmn.ru/pages/viewpage.action?pageId=86479052
"По вопросам, касающимся общежития, обратитесь в Центр по работе с общежитиями. Адрес: ул. Красина, д.19 (общежитие №5), телефон: (3452) 59-75-69",https://confluence.utmn.ru/pages/viewpage.action?pageId=86479054
"Выбор спортивных секций по Физической культуре будет проходить в ИС Модеус во вкладке ""Выбор модулей"".  Вам нужно будет выбрать 2 интересующие Вас спортивные секции, которые будут проходить каждую неделю в одно и то же время.  Ограничения: 1) Записаться можно не более чем на 2 занятия в неделю 2) Нельзя записываться на два занятия подряд.  Вас могут не допустить на занятие, если Вы были на предыдущей паре и/или уже посетили два занятия за неделю. При этом расписание на наличие конфликтов Вы проверяете самостоятельно в соответствии с Вашим расписанием в ИС Модеус и расписанием спортивных секций (во вложенных файлах). Ваш выбор пролонгируется до конца семестра, однако в любой момент Вы можете его изменить, отписавшись от одной секции и записавшись на другую. ВАЖНО!  Студент, пропустивший два занятия подряд, будет отписан автоматически. Выбор Физической культуры откроется 06.09.2023 и будет открыт до конца семестра.  Для успешной аттестации по дисциплине «Физическая культура: элективные курсы по видам спорта» Вы должны набрать не менее 61 балла по балльно-рейтинговой оценочной шкале. Для этого Вы можете: 1) Посещать академические занятия (3 балла за каждое занятие); 2) Принять участие в спортивно-массовых мероприятиях университета: Днях здорового образа жизни, Маршрут Дружбы, Кросс Наций, и других (0-10 баллов за каждое мероприятие). 3) Принять участите в соревнованиях по видам спорта (0 – 60 баллов); 4) Выполнить ВФСК ГТО (0 – 60 баллов). Для оформления посещения частного фитнес-клуба или тренажёрного зала вместо практических занятий по физкультуре студент к первому занятию по физической культуре представляет тренеру-преподавателю по спорту (куратору по физкультуре)  пакет документов  и приходит на зачётное мероприятие. ВАЖНО!!!  Все документы должны быть предоставлены в течение первой учебной недели. Список ответственных за прием документов спортзала по институтам (Ленина, 6):  1. ИГиП, Антропошкола – Пырлич Юлия Васильевна (y.v.pyrlich@utmn.ru) 2. СоцГум- Ерженин Владимир Сергеевич (v.s.erzhenin@utmn.ru) 3. ФЭИ - Копякова Анна Леонидовна (a.l.kopyakova@utmn.ru) 4. ИнЗем  - Питулин Артём Владимирович (a.v.pitulin@utmn.ru) 5. ФТИ, ИнХим, ШЕН –Пырлич Юлия Васильевна (y.v.pyrlich@utmn.ru) 6. ИнБио - Криводанова Наталья Александровна (n.a.krivodanova@utmn.ru) 7. Школа образования - Баянов Николай Ильич (n.i.bayanov@utmn.ru) 8. ШКН - Тверских Владислав Владимирович (vl.v.tverskikh@utmn.ru)",https://confluence.utmn.ru/pages/viewpage.action?pageId=86479056
"Я согласен (а) на переаттестацию дисциплин (ы), изученных (ной) мною 
ранее, указ анных (ной) в учебной кар точке/справке о периоде  
обучения  __________________, __________ _____ __________ _. 
                                  (да/нет)                           (подпись обучающегося)  
 
Я уведомлен  (а) о том, что до выхода приказа о переводе являюсь 
обучающимся того направления подготовки (специальности), профиля 
(специализации, магистерской программы), формы обучения, на которой 
числюсь, и обязан выполнять все обязательства, касающиеся образовательно го 
процесса, в том числе в части оплаты обучения в случае обучения на мест е по 
договору об оказании платных образовательных услуг  _____________ ____ ___. 
                                                                                                                  (подпись обучающегося)  
 
Я уведомлен о том, что в  соответствии с требованиями ФГОС ВО  
при возникновении превышения допустимых норм в части объема программы  
по количеству зачетных единиц  за один учебный год, согласен  (а) перевод  
с понижением курс а (ов) _____________ _____ ___. 
                                                     (подпись обучающегося)  
 
Отношусь к малочисленным народам севера  ____________________________ . 
                                                                                                    (да/нет)  
 
Отношус ь к льготным категориям граждан 
________________________________________________ ____________________  
(к детям -сиротам и детям, оставшимися без попечения родителей, или к лицам из их числа;  
к лицам, потерявшим в период обучения обоих родителей или единственного родителя;  
к детям -инвалидам, инвалидам I и II групп, инвалидам с детства; обучающемуся, получавшему 
государственную социальную помощь ; обучающемуся, подвергшегося воздействию радиации 
вследствие катастрофы на Чернобыльской АЭС и иных радиационных катастроф, вследствие 
ядерных испытаний на Семипалатинском полигоне; обучающемуся, являющимся инвалидом 
вследствие военной травмы или заболева ния, полученных в период прохождения военной 
службы; ветеранам боевых действий; обучающемуся в возрасте до 20 лет, у которого 
единственный родитель является инвалидом I группы)  
 
 
ФИО (указать полностью) ___________ Подпись обучающегося _____________  
 
Налич ие вакантных мест (количество) ________  
Увеличение периода обучения на 1 год (да/нет)  
Подпись, дата",https://confluence.utmn.ru/pages/viewpage.action?pageId=86479039&preview=%2F86479039%2F86479060%2FPoryadok_perevoda_obuchayuschixsya_VO.pdf
"Прежде, чем выбрать элективы, рекомендуем почитать отзывы на сервисе «Отзывус»:  https://electives.utmn.ru . Там же можно написать о своём опыте изучения элективных дисциплин. Информация, о том, как поменять электив, отправляется на корпоративную почту в первую учебную неделю семестра.",https://confluence.utmn.ru/pages/viewpage.action?pageId=86479065
На данной странице вы можете ознакомиться с регламентами дисциплин ядерной программы: История России Реализация Об утверждении Регламент… Принципы естественнонаучного познания Реализация Об утверждении Регламент… Проектно-исследовательская работа и  Реализация Об утверждении Регламент… Аттестация (+ цифровая культура) Об утверждении Регламент… Россия и мир Реализация Об утверждении Регламент… Философия: технологии мышления Аттестация Об утверждении Регламент… Аналитическое чтение Аттестация Об утверждении Регламент… Аналитическая систематика Реализация Об утверждении Регламент… Математика Аттестация Об утверждении Регламент… Дискретная математика Аттестация Об утверждении Регламент… Математический анализ Аттестация Об утверждении Регламент… Алгебра Аттестация Об утверждении Регламент… Основы программирования Аттестация Об утверждении Регламент… Программирование и основы алгоритмизации Аттестация Об утверждении Регламент… Базы данных Аттестация Об утверждении Регламент… Иностранный язык Аттестация Об утверждении Регламент…,https://confluence.utmn.ru/pages/viewpage.action?pageId=86479068
В Тюменском государственном университете представлены Honors-треки: Спортивное программирование Капитаны Школа естественных наук Интеграция Нетология С подробностями вы можете ознакомиться в презентации: Honors-треки.pdf,https://confluence.utmn.ru/pages/viewpage.action?pageId=86479082
"Если Вы являетесь студентом ТюмГУ, то для получения документов (аттестата, диплома) из личного дела Вам необходимо обратиться в Единый деканат. Запрос обрабатывается до пяти рабочих дней. Если Вы были отчислены или являетесь выпускником, то для получения документов из личного дела Вам необходимо направить запрос на выдачу документов из архивного фонда ТюмГУ на почту  common@utmn.ru Бланк запроса Вы можете скачать по ссылке   https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/upravlenie-po-rabote-s-personalom/struktura/sluzhba-dokumentatsionnogo-obespecheniya/blanki-zayavleniy/",https://confluence.utmn.ru/pages/viewpage.action?pageId=108233001
"Заявление о переводе на бюджет подается в личном кабинете на портале ""Вместе"" в определенные сроки и формируется автоматически при заполнении всех соответствующих полей. Сроки подачи заявления и порядок перевода доступны по ссылке  https://www.utmn.ru/studentam/perevod-na-byudzhet/poryadok-perevoda/ Polozhenie-o-perekhode-o…",https://confluence.utmn.ru/pages/viewpage.action?pageId=108233005
"Изменение перечня выбранных элективов после окончания периода выбора возможно в течение первой недели реализации элективных дисциплин (до второй учебной встречи) при наличии вакантных мест на реализуемых элективах и отсутствии конфликтов в расписании обучающегося. Перевод обучающегося  очной и очной-заочной форм  обучения из одной группы (подгруппы) в другую при наличии свободных мест осуществляется в течение первых двух недель в начале семестра в соответствии с календарным учебным графиком. Перевод обучающегося  заочной формы  обучения из одной группы (подгруппы) в другую при наличии свободных мест осуществляется не позднее, чем за одну неделю до начала учебно-экзаменационной сессии в соответствии с календарным учебным графиком.",https://confluence.utmn.ru/pages/viewpage.action?pageId=108233007
"Пересдача может быть произведена только на последнем курсе обучения и только для получения диплома с отличием. Пересдать можно одну оценку «удовлетворительно», если она является единственной, или оценку «хорошо» при отсутствии оценок «удовлетворительно». Не допускается пересдача практик и курсовых работ. Студент может подать заявление в Едином деканате после прохождения промежуточной аттестации. Если в семестре предусмотрено только прохождение практики, то заявление подается в первые 2 (две) недели от начала семестра (триместра, модуля). Пересдача может быть назначена только до подписания приказа о допуске к государственной итоговой аттестации. Диплом с отличием выдается при следующих условиях: -    все указанные в приложении к диплому оценки по дисциплинам (модулям), практикам, курсовым работам (проектам) являются оценками “отлично” и “хорошо” -    все оценки по результатам государственной итоговой аттестации – “отлично” -    количество указанных в приложении к диплому оценок “отлично”, включая оценки по ГИА, составляет не менее 75%.",https://confluence.utmn.ru/pages/viewpage.action?pageId=108233009
"При несогласии с результатами промежуточной аттестации или первой повторной промежуточной аттестации по учебному предмету, дисциплине, модулю, практике обучающийся имеет право подать апелляцию. Апелляцию можно подать лично в Едином деканате либо посредством электронной корпоративной почты. Если это дисциплина общеобразовательного блока, то апелляция подается в Управление индивидуальных образовательных траекторий. Апелляция по устному экзамену (зачету), практике подается в день его сдачи, защиты отчета о результатах практики; по письменному – в день объявления оценки. В случае завершения экзамена (зачета) после 18:00 в соответствии с расписанием, апелляция может быть подана на следующий день. Оценка, выставленная экзаменационной комиссией по итогам второй повторной промежуточной аттестации (комиссионной пересдачи) является окончательной, апелляции не принимаются.",https://confluence.utmn.ru/pages/viewpage.action?pageId=108233012
"Студент имеет право подать апелляцию о нарушении, по его мнению, установленной процедуры проведения государственного аттестационного испытания и (или) несогласии с результатами государственного экзамена. Апелляция подается студентом лично в Службу документационного обеспечения (ул. Володарского, д.6, каб.111) не позднее следующего рабочего дня после объявления результатов государственного аттестационного испытания.",https://confluence.utmn.ru/pages/viewpage.action?pageId=108233014
"Перезачет – это процедура аттестации с целью признания в полном объеме результатов освоения дисциплин (иных видов учебных работ), пройденных студентом в университете или в других образовательных организациях, полностью освобождающая его от необходимости повторного освоения дисциплины (иных видов учебных работ) и прохождения по ним промежуточной аттестации. Подать заявление о перезачете дисциплины  с предоставлением подтверждающего документа  можно не позднее, чем за три недели до начала промежуточной аттестации по данной дисциплине лично в Едином деканате или дистанционно, направив документы на электронную почту  ed@utmn.ru Бланк заявления доступен по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/ Обращаем внимание!  Для  студента высшего образования из диплома о среднем профессиональном образовании разрешается перезачет только дисциплин по физической культуре и спорту. Polozhenie-ob-attestatsi…",https://confluence.utmn.ru/pages/viewpage.action?pageId=108233017
"Обучающийся, имеющий уважительную причину отсутствия на экзамене (зачете), подтвержденную документально, обязан любым доступным для него способом (корпоративная электронная почта, телефон, почтовое письмо) сообщить об этом в Единый деканат в течение 5 (пяти) рабочих дней с момента возникновения причины и подать заявление с подтверждающим документом в течение  3 (трех) рабочих дней с момента их получения (закрытия). Медицинский документ, представленный обучающимся после получения неудовлетворительной оценки на экзамене (зачете), к рассмотрению не принимается. Иные уважительные причины (смерть близкого родственника, природная катастрофа или стихийное бедствие, повестка для явки в суд или в правоохранительные органы) подтверждаются документально не позднее трех рабочих дней после неявки. К уважительным причинам не относится отсутствие обучающегося на экзамене (зачете), вызванное обстоятельствами, связанными с работой обучающегося (служебная командировка и т.п.), за исключением служащих в силовых ведомствах. Если документ, представленный обучающимся и подтверждающий уважительную причину отсутствия, является подложным, результаты промежуточной аттестации аннулируются, и обучающийся отчисляется из Университета. Заявление о переносе сроков промежуточной аттестации можно скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/",https://confluence.utmn.ru/pages/viewpage.action?pageId=108233022
"Студент, не прошедший государственную итоговую аттестацию в связи с неявкой по уважительной причине, подтвержденной документально, вправе пройти ее в течение 6 месяцев после завершения ГИА без отчисления из вуза. Обучающийся, не прошедший один государственный экзамен по уважительной причине, допускается к сдаче следующего государственного экзамена (при его наличии), но не допускается к защите ВКР. Медицинский документ о болезни, представленный обучающимся после получения неудовлетворительной оценки на государственном аттестационном испытании, к рассмотрению не принимается. Заявление о переносе сроков государственной итоговой аттестации можно скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/",https://confluence.utmn.ru/pages/viewpage.action?pageId=108233024
"Лицо, отчисленное по инициативе Университета за невыполнение условий договора об оказании платных образовательных услуг по причине просрочки оплаты стоимости платных образовательных услуг, может быть восстановлено сразу после внесения платы за соответствующий семестр (триместр, модуль), но не позднее семи рабочих дней после выхода приказа об отчислении. Пакет документов для восстановления: Заявление о восстановлении Копия паспорта (страница с фото + регистрация) Копия СНИЛС Согласие на обработку персональных данных Согласие на обработку персональных данных, разрешенных субъектом персональных данных для распространения Чек об оплате. Бланки заявления и согласий на обработку персональных данных  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/vosstanovlenie/ Заявление Вы можете подать лично в Едином деканате по адресу ул.Семакова, д.18 (3 этаж, холл) (при себе необходимо иметь паспорт и СНИЛС), либо дистанционно, отправив пакет документов на электронную почту  ed@utmn.ru",https://confluence.utmn.ru/pages/viewpage.action?pageId=108233027
"бюджетов с убъектов Российской Федерации/ по договору об оказании платных 
образовательных услуг). 17 
 
Заявление о предоставлении отпуска в связи с участием в создании  
или созданного университетского стартапа  (стартап – проекта)   
 
Ректору ТюмГУ  
                                                                                                                 ФИО  
 
 
Я, ___________________________________________, студент (ка) ______курса  
                      ФИО обучающегося полностью  
____________________________________________________________________,  
                             наименование структур ного подразделения  
направление подготовки/ специальность ___________________________, 
профиль/специализация/ магистерская программа _________________________, 
очной/заочной/очно -заочной формы обучения (нужное подчеркнуть), 
обучающийся по договору об оказан ии платных образовательных услуг/  
на месте, финансируемом из федерального бюджета/бюджетов субъектов 
Российской Федерации  (нужное подчеркнуть) прошу в связи с участием в 
создании / созданного университетского стартапа  (стартап – проекта) 
предоставить акаде мический отпуск   с ___________ по _____________.  
 
 
______________                    ___________________                    ______________  
            (дата)                                     (подпись заявителя)                                        (ФИ О) 
 
 
 
 
 
  
 
 
  Приложение № 7 к Положению  
о порядке предоставления  
и выхода из академического отпуска, 
и иных отпусков для обучающихся  
в ФГАОУ ВО «Тюменский 
государственный университ ет»",https://confluence.utmn.ru/pages/viewpage.action?pageId=86479022&preview=%2F86479022%2F108233029%2FPolozhenie-o-poryadke-predostavleniya-akademicheskogo-otpuska-oktyabr-22-itog.pdf
"(нужное подчеркнуть)  
курс ______  
основа обучения (бюджет/ФЦП/договор)  
    (нужное подчеркнуть)  
_____________________________________  
(контактный телефон)  
e-mail  _______________________________  
(корпорат ивная почта)  Ректор у ТюмГУ  
    ФИО 16 
 
Приложение № 4 к Положению  
об аттестации обучающихся 
в федеральном государственном 
автономном образовательном 
учреждении высшего образования 
«Тюменский государственный 
университет»  
 
Заявление о перезачете дисциплин (иных видов учебных работ)  
 
 
ЗАЯВЛЕНИЕ  
______________  
       (дата)  
 
Прошу перезачесть дисциплины (иные виды учебных работ), изученные 
(пройденные) мною ранее:  
 
№ 
п/п Наименование 
дисциплины (иного вида 
учебных работ)  Семестр  
(триместр, 
модуль)  Количество 
з.е. (часы)  Оценка  
1     
2     
…     
 ___________ ______________________  
           (ФИО указать полностью)  
Институт/школа/филиал 
______________________________________  
Направление подготовки/специальность  
______________________________________  
Профиль/специализация/магистерская программа  
______________________________________  
форма обучения (очная/заочная/очно -заочная)  
       (нужное подчеркнуть)  
курс ______  
основа обучения (бюджет/ФЦП/договор)  
    (нужное подчеркнуть)  
_____________________________________  
                 (контактный телефон)  
e-mail  _______________________________  
                 (корпоративная почта)  Ректору ТюмГУ  
         ФИО",https://confluence.utmn.ru/pages/viewpage.action?pageId=108233017&preview=%2F108233017%2F108233055%2FPolozhenie-ob-attestatsii-may-2023.pdf
